Id,OrgId,Code,Name,Spec,Unit,Category,IsActive,CreatedAt,UpdatedAt
203,1,MAT-000203,"SemiFinished Item-00203",Spec-4248,L,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
204,1,MAT-000204,"RawMaterial Item-00204",Spec-7281,kg,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
205,1,MAT-000205,"Mechanical Item-00205",Spec-4286,pcs,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
206,1,MAT-000206,"SemiFinished Item-00206",Spec-5037,roll,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
207,1,MAT-000207,"Chemical Item-00207",Spec-1410,pcs,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
208,1,MAT-000208,"SemiFinished Item-00208",Spec-5150,pcs,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
209,1,MAT-000209,"Electronic Item-00209",Spec-9671,box,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
210,1,MAT-000210,"SemiFinished Item-00210",Spec-6599,roll,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
211,1,MAT-000211,"Packaging Item-00211",Spec-1712,pcs,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
212,1,MAT-000212,"SemiFinished Item-00212",Spec-4719,L,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
213,1,MAT-000213,"Mechanical Item-00213",Spec-8415,m,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
214,1,MAT-000214,"Packaging Item-00214",Spec-2492,L,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
215,1,MAT-000215,"Packaging Item-00215",Spec-8831,pcs,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
216,1,MAT-000216,"Electronic Item-00216",Spec-6296,kg,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
217,1,MAT-000217,"Packaging Item-00217",Spec-2744,set,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
218,1,MAT-000218,"Packaging Item-00218",Spec-2573,box,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
219,1,MAT-000219,"FinishedGood Item-00219",Spec-5119,L,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
220,1,MAT-000220,"Mechanical Item-00220",Spec-1074,roll,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
221,1,MAT-000221,"Electronic Item-00221",Spec-7665,box,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
222,1,MAT-000222,"Packaging Item-00222",Spec-2026,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
223,1,MAT-000223,"Mechanical Item-00223",Spec-6688,set,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
224,1,MAT-000224,"Chemical Item-00224",Spec-4356,set,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
225,1,MAT-000225,"Mechanical Item-00225",Spec-6701,kg,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
226,1,MAT-000226,"Chemical Item-00226",Spec-1238,L,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
227,1,MAT-000227,"Mechanical Item-00227",Spec-7846,box,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
228,1,MAT-000228,"FinishedGood Item-00228",Spec-1790,set,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
229,1,MAT-000229,"FinishedGood Item-00229",Spec-1929,pcs,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
230,1,MAT-000230,"Chemical Item-00230",Spec-9186,pair,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
231,1,MAT-000231,"Chemical Item-00231",Spec-6966,box,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
232,1,MAT-000232,"Packaging Item-00232",Spec-5117,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
233,1,MAT-000233,"FinishedGood Item-00233",Spec-8279,pcs,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
234,1,MAT-000234,"Packaging Item-00234",Spec-7019,box,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
235,1,MAT-000235,"Chemical Item-00235",Spec-1474,pair,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
236,1,MAT-000236,"Packaging Item-00236",Spec-8126,pcs,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
237,1,MAT-000237,"Electronic Item-00237",Spec-1331,L,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
238,1,MAT-000238,"Electronic Item-00238",Spec-7326,pcs,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
239,1,MAT-000239,"SemiFinished Item-00239",Spec-4745,kg,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
240,1,MAT-000240,"Mechanical Item-00240",Spec-1881,m,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
241,1,MAT-000241,"RawMaterial Item-00241",Spec-7626,roll,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
242,1,MAT-000242,"Packaging Item-00242",Spec-5901,box,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
243,1,MAT-000243,"Mechanical Item-00243",Spec-9333,pair,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
244,1,MAT-000244,"SemiFinished Item-00244",Spec-4236,L,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
245,1,MAT-000245,"SemiFinished Item-00245",Spec-1299,pair,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
246,1,MAT-000246,"RawMaterial Item-00246",Spec-7764,L,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
247,1,MAT-000247,"RawMaterial Item-00247",Spec-9823,set,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
248,1,MAT-000248,"FinishedGood Item-00248",Spec-3807,m,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
249,1,MAT-000249,"Chemical Item-00249",Spec-8913,set,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
250,1,MAT-000250,"Chemical Item-00250",Spec-1941,set,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
251,1,MAT-000251,"RawMaterial Item-00251",Spec-7898,pair,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
252,1,MAT-000252,"Mechanical Item-00252",Spec-2832,roll,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
253,1,MAT-000253,"Chemical Item-00253",Spec-8039,kg,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
254,1,MAT-000254,"Electronic Item-00254",Spec-3790,pcs,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
255,1,MAT-000255,"Chemical Item-00255",Spec-1316,m,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
256,1,MAT-000256,"Mechanical Item-00256",Spec-3480,kg,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
257,1,MAT-000257,"Mechanical Item-00257",Spec-7469,kg,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
258,1,MAT-000258,"Mechanical Item-00258",Spec-7322,set,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
259,1,MAT-000259,"RawMaterial Item-00259",Spec-4162,roll,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
260,1,MAT-000260,"FinishedGood Item-00260",Spec-5248,pair,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
261,1,MAT-000261,"Mechanical Item-00261",Spec-3164,roll,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
262,1,MAT-000262,"Packaging Item-00262",Spec-7140,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
263,1,MAT-000263,"Mechanical Item-00263",Spec-1802,set,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
264,1,MAT-000264,"Packaging Item-00264",Spec-2663,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
265,1,MAT-000265,"Chemical Item-00265",Spec-5471,set,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
266,1,MAT-000266,"Mechanical Item-00266",Spec-9978,L,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
267,1,MAT-000267,"SemiFinished Item-00267",Spec-3793,kg,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
268,1,MAT-000268,"Mechanical Item-00268",Spec-4716,m,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
269,1,MAT-000269,"FinishedGood Item-00269",Spec-2391,L,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
270,1,MAT-000270,"RawMaterial Item-00270",Spec-1415,set,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
271,1,MAT-000271,"Packaging Item-00271",Spec-4458,set,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
272,1,MAT-000272,"FinishedGood Item-00272",Spec-4247,pair,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
273,1,MAT-000273,"RawMaterial Item-00273",Spec-3075,pcs,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
274,1,MAT-000274,"FinishedGood Item-00274",Spec-7363,pcs,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
275,1,MAT-000275,"SemiFinished Item-00275",Spec-9962,pair,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
276,1,MAT-000276,"Electronic Item-00276",Spec-1815,roll,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
277,1,MAT-000277,"SemiFinished Item-00277",Spec-3283,L,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
278,1,MAT-000278,"FinishedGood Item-00278",Spec-6885,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
279,1,MAT-000279,"SemiFinished Item-00279",Spec-5136,pcs,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
280,1,MAT-000280,"Packaging Item-00280",Spec-7820,L,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
281,1,MAT-000281,"Electronic Item-00281",Spec-9217,set,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
282,1,MAT-000282,"RawMaterial Item-00282",Spec-6862,box,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
283,1,MAT-000283,"Packaging Item-00283",Spec-7157,roll,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
284,1,MAT-000284,"RawMaterial Item-00284",Spec-4610,set,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
285,1,MAT-000285,"Packaging Item-00285",Spec-2002,box,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
286,1,MAT-000286,"Mechanical Item-00286",Spec-5050,L,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
287,1,MAT-000287,"FinishedGood Item-00287",Spec-7134,pair,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
288,1,MAT-000288,"RawMaterial Item-00288",Spec-2317,pair,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
289,1,MAT-000289,"Packaging Item-00289",Spec-4242,L,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
290,1,MAT-000290,"Packaging Item-00290",Spec-8029,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
291,1,MAT-000291,"Chemical Item-00291",Spec-6476,kg,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
292,1,MAT-000292,"Electronic Item-00292",Spec-5996,pair,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
293,1,MAT-000293,"Packaging Item-00293",Spec-8764,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
294,1,MAT-000294,"FinishedGood Item-00294",Spec-1322,roll,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
295,1,MAT-000295,"FinishedGood Item-00295",Spec-8614,pcs,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
296,1,MAT-000296,"Packaging Item-00296",Spec-3013,set,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
297,1,MAT-000297,"Electronic Item-00297",Spec-6798,set,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
298,1,MAT-000298,"RawMaterial Item-00298",Spec-6256,L,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
299,1,MAT-000299,"RawMaterial Item-00299",Spec-7035,L,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
300,1,MAT-000300,"Packaging Item-00300",Spec-5309,m,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
301,1,MAT-000301,"FinishedGood Item-00301",Spec-5595,pcs,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
302,1,MAT-000302,"Chemical Item-00302",Spec-4230,kg,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
303,1,MAT-000303,"Packaging Item-00303",Spec-1889,m,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
304,1,MAT-000304,"Electronic Item-00304",Spec-3464,pair,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
305,1,MAT-000305,"Mechanical Item-00305",Spec-2063,pcs,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
306,1,MAT-000306,"Mechanical Item-00306",Spec-8095,roll,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
307,1,MAT-000307,"FinishedGood Item-00307",Spec-9206,box,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
308,1,MAT-000308,"RawMaterial Item-00308",Spec-6311,kg,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
309,1,MAT-000309,"RawMaterial Item-00309",Spec-8481,box,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
310,1,MAT-000310,"RawMaterial Item-00310",Spec-4252,L,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
311,1,MAT-000311,"Chemical Item-00311",Spec-9034,pcs,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
312,1,MAT-000312,"FinishedGood Item-00312",Spec-6967,pcs,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
313,1,MAT-000313,"Electronic Item-00313",Spec-8515,set,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
314,1,MAT-000314,"Electronic Item-00314",Spec-3629,pcs,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
315,1,MAT-000315,"RawMaterial Item-00315",Spec-7740,box,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
316,1,MAT-000316,"FinishedGood Item-00316",Spec-4040,L,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
317,1,MAT-000317,"Electronic Item-00317",Spec-8253,L,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
318,1,MAT-000318,"Chemical Item-00318",Spec-3795,L,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
319,1,MAT-000319,"Electronic Item-00319",Spec-8942,kg,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
320,1,MAT-000320,"Chemical Item-00320",Spec-4086,pair,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
321,1,MAT-000321,"Electronic Item-00321",Spec-9080,pair,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
322,1,MAT-000322,"Packaging Item-00322",Spec-8038,roll,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
323,1,MAT-000323,"FinishedGood Item-00323",Spec-1174,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
324,1,MAT-000324,"Electronic Item-00324",Spec-2389,pcs,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
325,1,MAT-000325,"Chemical Item-00325",Spec-8918,pair,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
326,1,MAT-000326,"Mechanical Item-00326",Spec-2811,pcs,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
327,1,MAT-000327,"Packaging Item-00327",Spec-5222,pair,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
328,1,MAT-000328,"Electronic Item-00328",Spec-9692,set,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
329,1,MAT-000329,"Electronic Item-00329",Spec-6046,pcs,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
330,1,MAT-000330,"Mechanical Item-00330",Spec-9088,pair,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
331,1,MAT-000331,"Packaging Item-00331",Spec-7631,set,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
332,1,MAT-000332,"Electronic Item-00332",Spec-3627,box,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
333,1,MAT-000333,"FinishedGood Item-00333",Spec-3831,L,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
334,1,MAT-000334,"Chemical Item-00334",Spec-2972,box,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
335,1,MAT-000335,"FinishedGood Item-00335",Spec-3788,pcs,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
336,1,MAT-000336,"Mechanical Item-00336",Spec-6878,box,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
337,1,MAT-000337,"Electronic Item-00337",Spec-2284,box,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
338,1,MAT-000338,"Mechanical Item-00338",Spec-1000,pcs,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
339,1,MAT-000339,"Chemical Item-00339",Spec-2885,pcs,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
340,1,MAT-000340,"Chemical Item-00340",Spec-7023,kg,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
341,1,MAT-000341,"SemiFinished Item-00341",Spec-4475,pair,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
342,1,MAT-000342,"RawMaterial Item-00342",Spec-5643,roll,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
343,1,MAT-000343,"FinishedGood Item-00343",Spec-8683,L,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
344,1,MAT-000344,"Mechanical Item-00344",Spec-6618,kg,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
345,1,MAT-000345,"Chemical Item-00345",Spec-7989,pair,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
346,1,MAT-000346,"SemiFinished Item-00346",Spec-5929,kg,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
347,1,MAT-000347,"Mechanical Item-00347",Spec-1662,box,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
348,1,MAT-000348,"Chemical Item-00348",Spec-8826,kg,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
349,1,MAT-000349,"Packaging Item-00349",Spec-5727,pcs,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
350,1,MAT-000350,"Packaging Item-00350",Spec-9326,set,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
351,1,MAT-000351,"RawMaterial Item-00351",Spec-2847,L,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
352,1,MAT-000352,"Mechanical Item-00352",Spec-2717,roll,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
353,1,MAT-000353,"Packaging Item-00353",Spec-4026,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
354,1,MAT-000354,"Packaging Item-00354",Spec-5205,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
355,1,MAT-000355,"Packaging Item-00355",Spec-7495,pair,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
356,1,MAT-000356,"Electronic Item-00356",Spec-2844,pair,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
357,1,MAT-000357,"SemiFinished Item-00357",Spec-8731,set,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
358,1,MAT-000358,"Mechanical Item-00358",Spec-3503,m,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
359,1,MAT-000359,"Mechanical Item-00359",Spec-6825,m,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
360,1,MAT-000360,"Electronic Item-00360",Spec-6176,m,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
361,1,MAT-000361,"Chemical Item-00361",Spec-8586,roll,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
362,1,MAT-000362,"Chemical Item-00362",Spec-7868,set,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
363,1,MAT-000363,"FinishedGood Item-00363",Spec-2159,kg,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
364,1,MAT-000364,"Mechanical Item-00364",Spec-9792,L,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
365,1,MAT-000365,"SemiFinished Item-00365",Spec-7027,pair,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
366,1,MAT-000366,"Mechanical Item-00366",Spec-3777,pcs,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
367,1,MAT-000367,"SemiFinished Item-00367",Spec-3741,kg,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
368,1,MAT-000368,"FinishedGood Item-00368",Spec-9950,set,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
369,1,MAT-000369,"RawMaterial Item-00369",Spec-2675,L,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
370,1,MAT-000370,"Chemical Item-00370",Spec-4884,pcs,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
371,1,MAT-000371,"Electronic Item-00371",Spec-8500,m,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
372,1,MAT-000372,"Packaging Item-00372",Spec-5978,pair,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
373,1,MAT-000373,"Mechanical Item-00373",Spec-4034,pair,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
374,1,MAT-000374,"Chemical Item-00374",Spec-5979,pcs,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
375,1,MAT-000375,"RawMaterial Item-00375",Spec-2860,roll,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
376,1,MAT-000376,"Chemical Item-00376",Spec-4722,L,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
377,1,MAT-000377,"Mechanical Item-00377",Spec-2850,box,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
378,1,MAT-000378,"FinishedGood Item-00378",Spec-2140,m,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
379,1,MAT-000379,"SemiFinished Item-00379",Spec-2505,roll,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
380,1,MAT-000380,"Packaging Item-00380",Spec-1763,pair,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
381,1,MAT-000381,"Mechanical Item-00381",Spec-2723,L,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
382,1,MAT-000382,"Mechanical Item-00382",Spec-1904,pcs,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
383,1,MAT-000383,"SemiFinished Item-00383",Spec-1532,L,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
384,1,MAT-000384,"RawMaterial Item-00384",Spec-3136,box,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
385,1,MAT-000385,"Chemical Item-00385",Spec-2245,kg,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
386,1,MAT-000386,"Packaging Item-00386",Spec-8882,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
387,1,MAT-000387,"Packaging Item-00387",Spec-9732,kg,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
388,1,MAT-000388,"Packaging Item-00388",Spec-1543,m,Packaging,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
389,1,MAT-000389,"SemiFinished Item-00389",Spec-9530,kg,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
390,1,MAT-000390,"Mechanical Item-00390",Spec-2194,L,Mechanical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
391,1,MAT-000391,"FinishedGood Item-00391",Spec-1074,pair,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
392,1,MAT-000392,"SemiFinished Item-00392",Spec-6466,L,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
393,1,MAT-000393,"FinishedGood Item-00393",Spec-6355,L,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
394,1,MAT-000394,"RawMaterial Item-00394",Spec-1000,roll,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
395,1,MAT-000395,"FinishedGood Item-00395",Spec-1066,L,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
396,1,MAT-000396,"Chemical Item-00396",Spec-2613,m,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
397,1,MAT-000397,"Chemical Item-00397",Spec-4833,set,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
398,1,MAT-000398,"FinishedGood Item-00398",Spec-7106,pcs,FinishedGood,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
399,1,MAT-000399,"RawMaterial Item-00399",Spec-2558,pair,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
400,1,MAT-000400,"RawMaterial Item-00400",Spec-8536,L,RawMaterial,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
401,1,MAT-000401,"SemiFinished Item-00401",Spec-9636,L,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
402,1,MAT-000402,"Chemical Item-00402",Spec-2854,roll,Chemical,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
403,1,MAT-000403,"SemiFinished Item-00403",Spec-8270,roll,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
404,1,MAT-000404,"Electronic Item-00404",Spec-8789,L,Electronic,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
405,1,MAT-000405,"SemiFinished Item-00405",Spec-5008,roll,SemiFinished,1,"2026-07-16 13:58:28","2026-07-16 13:58:28"
