Id,OrgId,ParentMaterialId,ChildMaterialId,Quantity,Position,ScrapRate,BomViewType,Level,ValidFrom,ValidTo,VersionState,CreatedAt,UpdatedAt
213,1,84,62,2.18,38,0.0111,EBOM,2,2025-11-09,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
214,1,84,384,1.62,31,0.0212,EBOM,2,2026-03-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
215,1,84,14,2.85,65,0.0154,EBOM,2,2025-08-22,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
216,1,84,251,2.61,45,0.0125,EBOM,2,2025-07-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
217,1,84,445,1.81,57,0.003,EBOM,2,2026-02-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
218,1,84,350,1.66,88,0.0269,EBOM,2,2026-01-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
219,1,84,278,1.81,17,0.0019,EBOM,2,2025-07-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
220,1,93,54,2.87,95,0.0272,EBOM,2,2026-02-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
221,1,93,150,2.54,61,0.0283,EBOM,2,2025-08-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
222,1,93,290,2.99,62,0.0139,EBOM,2,2025-10-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
223,1,93,235,2.88,36,0.0104,CBOM,2,2025-10-11,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
224,1,93,232,1.41,33,0.0137,EBOM,2,2026-04-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
225,1,93,499,1.65,20,0.0134,EBOM,2,2026-03-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
226,1,96,325,1.95,72,0.0121,EBOM,2,2025-09-28,,Obsolete,"2026-07-16 13:58:28","2026-07-16 13:58:28"
227,1,96,238,2.91,56,0.0231,EBOM,2,2025-08-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
228,1,96,259,1.44,49,0.0116,EBOM,2,2025-12-09,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
229,1,96,335,2.79,2,0.0018,EBOM,2,2026-04-06,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
230,1,228,286,1.83,60,0.0184,EBOM,2,2025-11-06,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
231,1,228,58,1.42,74,0.0295,EBOM,2,2026-01-20,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
232,1,228,30,2.86,21,0.0157,MBOM,2,2025-10-09,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
233,1,228,10,1.98,35,0.0059,EBOM,2,2025-10-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
234,1,228,81,2.48,54,0.0101,EBOM,2,2025-11-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
235,1,390,104,1.32,72,0.0105,MBOM,2,2025-12-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
236,1,245,104,1.6,15,0.0105,MBOM,3,2025-12-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
237,1,390,194,1.3,28,0.0104,MBOM,2,2025-08-30,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
238,1,390,262,1.9,70,0.0278,MBOM,2,2026-02-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
239,1,390,304,1.16,98,0.0141,MBOM,2,2025-11-22,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
240,1,390,145,1.77,51,0.0042,EBOM,2,2026-04-27,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
241,1,485,275,1.24,18,0.0244,EBOM,2,2026-07-11,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
242,1,485,298,1.87,60,0.0151,MBOM,2,2026-04-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
243,1,485,264,1.75,91,0.0022,EBOM,2,2025-11-22,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
244,1,203,264,2.85,32,0.0022,EBOM,3,2025-11-22,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
245,1,485,41,2.89,74,0.023,EBOM,2,2026-05-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
246,1,246,423,1.32,7,0.0089,EBOM,2,2026-06-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
247,1,246,339,2.22,11,0.0064,MBOM,2,2026-04-06,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
248,1,246,205,2.54,72,0.0254,MBOM,2,2026-01-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
249,1,246,250,2.38,43,0.0246,EBOM,2,2025-08-27,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
250,1,246,89,1.41,3,0.0042,EBOM,2,2025-10-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
251,1,246,195,1.15,80,0.0077,EBOM,2,2026-07-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
252,1,246,126,2.72,98,0.0006,EBOM,2,2026-05-22,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
253,1,188,373,2.86,48,0.0185,EBOM,2,2026-04-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
254,1,188,313,1.74,8,0.0232,MBOM,2,2025-11-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
255,1,188,337,1.59,59,0.0022,EBOM,2,2026-06-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
256,1,188,368,1.86,80,0.0258,EBOM,2,2025-08-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
257,1,188,281,1.86,38,0.0198,EBOM,2,2026-02-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
258,1,188,407,2.73,3,0.0213,MBOM,2,2026-02-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
259,1,188,481,2.22,50,0.0196,MBOM,2,2025-09-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
260,1,188,180,1.4,24,0.0225,EBOM,2,2025-11-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
261,1,20,160,1.9,12,0.0191,EBOM,2,2025-11-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
262,1,20,190,1.8,37,0.0002,EBOM,2,2025-11-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
263,1,20,345,1.76,21,0.003,MBOM,2,2025-12-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
264,1,19,345,1.09,30,0.003,MBOM,3,2025-12-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
265,1,20,94,2.76,18,0.0069,MBOM,2,2025-08-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
266,1,321,94,1.21,37,0.0069,MBOM,3,2025-08-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
267,1,20,377,2.94,50,0.01,EBOM,2,2025-08-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
268,1,265,310,1.19,25,0.0243,MBOM,2,2026-02-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
269,1,265,159,2.32,21,0.0103,EBOM,2,2025-11-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
270,1,265,56,1.75,61,0.0185,EBOM,2,2025-10-30,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
271,1,265,360,2.09,5,0.0107,MBOM,2,2026-03-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
272,1,265,282,1.06,34,0.0059,EBOM,2,2026-03-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
273,1,265,206,1.98,15,0.0136,MBOM,2,2026-02-22,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
274,1,441,113,2.1,91,0.002,EBOM,2,2025-10-09,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
275,1,441,52,1.58,45,0.0024,EBOM,2,2025-09-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
276,1,227,52,1.79,21,0.0024,EBOM,3,2025-09-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
277,1,441,115,1.93,72,0.0189,EBOM,2,2026-05-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
278,1,441,309,2.28,81,0.0265,EBOM,2,2026-05-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
279,1,441,236,1.62,92,0.0223,MBOM,2,2025-11-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
280,1,441,111,2.26,71,0.0033,CBOM,2,2026-05-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
281,1,441,130,1.81,36,0.0012,EBOM,2,2026-03-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
282,1,441,269,2.78,90,0.0197,EBOM,2,2026-03-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
283,1,405,269,2.51,67,0.0197,EBOM,3,2026-03-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
284,1,361,382,1.81,90,0.023,MBOM,2,2025-09-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
285,1,361,168,2.81,15,0.0251,MBOM,2,2026-01-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
286,1,42,168,1.47,84,0.0251,MBOM,3,2026-01-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
287,1,361,326,2.61,42,0.0226,EBOM,2,2025-08-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
288,1,105,326,1.06,59,0.0226,EBOM,3,2025-08-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
289,1,361,428,1.04,13,0.0059,EBOM,2,2025-07-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
290,1,223,152,2.08,48,0.0232,EBOM,3,2025-10-30,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
291,1,223,1,1.34,45,0.0016,EBOM,3,2026-01-11,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
292,1,223,294,1.8,84,0.0083,EBOM,3,2026-01-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
293,1,481,474,1.66,12,0.0016,EBOM,3,2026-06-20,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
294,1,481,39,2.41,80,0.0272,EBOM,3,2025-11-09,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
295,1,481,379,2.96,75,0.0061,EBOM,3,2025-12-03,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
296,1,481,283,1.6,62,0.0057,EBOM,3,2026-02-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
297,1,481,301,2.01,90,0.0027,MBOM,3,2026-02-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
298,1,481,248,2.14,56,0.0063,MBOM,3,2026-04-11,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
299,1,481,348,2.22,41,0.0027,MBOM,3,2026-06-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
300,1,481,332,1.11,21,0.0198,EBOM,3,2025-12-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
301,1,382,332,2.31,99,0.0198,EBOM,4,2025-12-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
302,1,337,367,2.39,94,0.006,EBOM,3,2025-09-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
303,1,337,6,1.97,1,0.0123,EBOM,3,2025-07-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
304,1,337,35,2.71,94,0.0207,EBOM,3,2026-06-11,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
305,1,337,193,1.64,33,0.0136,MBOM,3,2026-02-10,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
306,1,373,12,2.11,60,0.0082,EBOM,3,2025-10-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
307,1,373,267,2.63,8,0.0174,MBOM,3,2025-09-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
308,1,226,267,1.5,46,0.0174,MBOM,4,2025-09-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
309,1,373,68,1.07,57,0.0105,MBOM,3,2026-03-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
310,1,373,82,1.59,2,0.0113,EBOM,3,2025-10-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
311,1,17,217,2.41,33,0.0132,EBOM,3,2026-06-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
312,1,17,392,2.8,28,0.0085,EBOM,3,2025-10-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
313,1,17,284,1.79,36,0.0037,MBOM,3,2025-12-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
314,1,38,284,1.54,70,0.0037,MBOM,4,2025-12-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
315,1,377,51,1.96,25,0.0257,EBOM,3,2026-02-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
316,1,377,308,2.6,99,0.0112,EBOM,3,2025-12-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
317,1,377,237,1.2,96,0.0132,EBOM,3,2026-01-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
318,1,434,237,1.71,27,0.0132,EBOM,4,2026-01-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
319,1,377,106,2.76,76,0.0008,MBOM,3,2026-03-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
320,1,377,192,1.75,50,0.001,MBOM,3,2026-04-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
321,1,346,83,2.49,90,0.0144,MBOM,3,2025-09-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
322,1,346,362,2.18,70,0.0077,EBOM,3,2025-12-20,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
323,1,346,120,1.46,53,0.0104,EBOM,3,2026-01-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
324,1,339,416,2.21,85,0.0134,EBOM,3,2025-09-09,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
325,1,339,263,2.89,54,0.0168,MBOM,3,2026-04-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
326,1,339,75,2.16,58,0.011,CBOM,3,2025-07-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
327,1,339,16,1.62,50,0.0119,EBOM,3,2025-11-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
328,1,339,174,1.71,80,0.0133,EBOM,3,2025-11-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
329,1,339,156,1.66,55,0.0014,EBOM,3,2026-04-09,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
330,1,252,163,1.07,77,0.0107,EBOM,3,2025-11-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
331,1,252,234,2.0,5,0.0057,EBOM,3,2026-06-16,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
332,1,252,440,1.36,12,0.0238,MBOM,3,2026-03-11,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
333,1,252,49,1.54,32,0.0042,CBOM,3,2025-10-20,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
334,1,252,480,2.64,89,0.0299,MBOM,3,2026-07-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
335,1,252,386,1.2,94,0.0089,MBOM,3,2026-02-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
336,1,252,315,1.43,86,0.0299,MBOM,3,2025-11-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
337,1,371,315,1.77,73,0.0299,MBOM,4,2025-11-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
338,1,282,11,2.83,67,0.0229,MBOM,3,2026-04-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
339,1,282,493,2.6,87,0.0204,CBOM,3,2026-05-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
340,1,282,403,2.1,1,0.0024,MBOM,3,2026-01-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
341,1,282,330,1.79,97,0.0017,EBOM,3,2026-05-25,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
342,1,221,287,2.23,87,0.0092,EBOM,3,2025-08-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
343,1,221,449,1.69,51,0.0102,EBOM,3,2026-04-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
344,1,236,449,1.91,10,0.0102,EBOM,4,2026-04-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
345,1,221,116,1.26,87,0.0095,MBOM,3,2026-07-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
346,1,500,116,2.04,71,0.0095,MBOM,4,2026-07-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
347,1,221,453,1.14,18,0.0264,MBOM,3,2026-06-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
348,1,221,110,2.16,68,0.0223,EBOM,3,2026-03-17,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
349,1,313,302,2.12,20,0.026,MBOM,3,2026-07-05,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
350,1,313,73,2.87,16,0.0254,EBOM,3,2026-05-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
351,1,313,86,2.69,46,0.0011,EBOM,3,2026-01-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
352,1,313,7,2.19,21,0.0042,EBOM,3,2025-07-31,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
353,1,150,7,2.92,64,0.0042,EBOM,4,2025-07-31,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
354,1,384,242,2.74,67,0.0094,EBOM,3,2026-05-16,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
355,1,384,331,1.53,80,0.0035,MBOM,3,2025-09-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
356,1,384,273,1.63,39,0.0147,MBOM,3,2026-05-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
357,1,384,129,1.59,59,0.029,EBOM,3,2025-10-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
358,1,384,477,1.99,70,0.0023,EBOM,3,2025-08-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
359,1,384,176,1.24,93,0.0202,MBOM,3,2026-01-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
360,1,384,204,1.35,2,0.0222,EBOM,3,2026-04-02,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
361,1,384,200,2.26,9,0.0197,EBOM,3,2026-04-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
362,1,445,432,2.0,4,0.0297,MBOM,3,2026-06-16,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
363,1,445,299,1.7,81,0.0233,EBOM,3,2026-06-10,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
364,1,445,131,2.77,23,0.001,EBOM,3,2026-02-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
365,1,54,471,2.15,38,0.0031,EBOM,3,2025-09-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
366,1,54,137,2.22,83,0.0213,EBOM,3,2025-10-07,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
367,1,54,172,1.11,61,0.013,MBOM,3,2026-05-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
368,1,54,55,2.75,9,0.0209,MBOM,3,2025-09-22,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
369,1,54,422,2.21,77,0.0136,CBOM,3,2026-06-04,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
370,1,434,385,2.23,43,0.0102,EBOM,3,2025-07-27,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
371,1,434,249,2.17,6,0.0231,EBOM,3,2026-06-27,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
372,1,434,451,1.91,41,0.015,MBOM,3,2026-06-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
373,1,350,451,1.52,29,0.015,MBOM,4,2026-06-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
374,1,434,239,1.82,16,0.0002,MBOM,3,2026-04-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
375,1,142,239,1.56,53,0.0002,MBOM,4,2026-04-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
376,1,434,208,2.04,45,0.013,EBOM,3,2025-07-29,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
377,1,434,24,1.46,55,0.0044,EBOM,3,2026-03-23,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
378,1,115,87,2.48,12,0.0267,EBOM,3,2025-09-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
379,1,235,87,2.98,49,0.0267,EBOM,4,2025-09-26,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
380,1,115,307,1.35,73,0.0229,EBOM,3,2026-03-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
381,1,56,307,1.93,3,0.0229,EBOM,4,2026-03-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
382,1,115,363,2.07,82,0.0259,EBOM,3,2026-07-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
383,1,115,99,2.89,99,0.0249,EBOM,3,2025-09-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
384,1,115,276,1.83,40,0.0051,MBOM,3,2026-06-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
385,1,115,410,1.57,87,0.0068,EBOM,3,2026-03-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
386,1,194,132,1.92,87,0.0008,EBOM,3,2026-07-16,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
387,1,194,454,2.1,85,0.007,MBOM,3,2026-07-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
388,1,194,48,1.06,82,0.0115,EBOM,3,2025-10-11,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
389,1,194,424,1.4,63,0.0253,MBOM,3,2026-06-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
390,1,224,162,2.89,43,0.0247,EBOM,3,2025-12-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
391,1,224,343,1.73,68,0.0224,EBOM,3,2026-01-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
392,1,224,181,2.29,89,0.0065,EBOM,3,2026-02-09,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
393,1,224,482,1.47,19,0.0097,EBOM,3,2026-01-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
394,1,224,411,2.92,61,0.0217,EBOM,3,2026-04-20,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
395,1,38,411,2.03,75,0.0217,EBOM,4,2026-04-20,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
396,1,224,182,2.55,67,0.0181,EBOM,3,2025-12-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
397,1,224,258,1.18,81,0.0155,EBOM,3,2026-05-06,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
398,1,83,341,1.91,98,0.0122,MBOM,4,2026-06-14,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
399,1,83,333,2.04,61,0.0134,EBOM,4,2026-02-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
400,1,83,112,3.2,12,0.0048,MBOM,4,2025-08-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
401,1,294,112,2.07,16,0.0048,MBOM,5,2025-08-25,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
402,1,83,240,4.16,19,0.006,MBOM,4,2026-05-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
403,1,83,291,1.27,27,0.0055,EBOM,4,2026-03-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
404,1,176,147,3.57,56,0.0056,EBOM,4,2025-08-21,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
405,1,176,161,9.05,80,0.0128,EBOM,4,2026-06-24,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
406,1,176,425,2.98,55,0.0058,MBOM,4,2025-09-01,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
407,1,176,426,7.91,3,0.0002,MBOM,4,2026-04-11,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
408,1,176,215,1.08,80,0.0029,EBOM,4,2025-08-26,,Obsolete,"2026-07-16 13:58:28","2026-07-16 13:58:28"
409,1,176,370,8.94,39,0.0002,MBOM,4,2026-05-12,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
410,1,411,173,1.64,7,0.0189,MBOM,4,2026-04-24,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
411,1,411,45,4.01,18,0.01,MBOM,4,2025-07-23,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
412,1,411,207,6.21,33,0.026,EBOM,4,2026-01-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
413,1,411,141,9.54,19,0.0007,MBOM,4,2025-07-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
414,1,411,74,1.66,95,0.0181,EBOM,4,2026-05-19,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
415,1,283,213,5.28,83,0.0036,MBOM,4,2025-08-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
416,1,299,213,1.63,70,0.0036,MBOM,5,2025-08-08,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
417,1,283,257,4.32,41,0.018,EBOM,4,2025-07-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
418,1,129,257,1.24,61,0.018,EBOM,5,2025-07-18,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
419,1,283,198,3.12,26,0.0226,MBOM,4,2025-09-28,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
420,1,367,64,2.42,6,0.0066,EBOM,4,2026-02-05,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
421,1,367,8,9.53,6,0.0155,EBOM,4,2025-12-03,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
422,1,367,230,6.72,32,0.0245,EBOM,4,2026-06-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
423,1,249,230,1.16,8,0.0245,EBOM,5,2026-06-13,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
424,1,367,37,5.85,23,0.0288,EBOM,4,2025-10-25,,Draft,"2026-07-16 13:58:28","2026-07-16 13:58:28"
425,1,367,118,1.9,92,0.0063,EBOM,4,2025-12-23,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
426,1,367,197,3.92,26,0.0064,EBOM,4,2026-02-15,,Released,"2026-07-16 13:58:28","2026-07-16 13:58:28"
